2024-04-16 23:43:20	4.235884
2024-04-17 00:00:00	3.876677
2024-04-17 00:16:40	3.726648
2024-04-17 00:33:20	3.726428
2024-04-17 00:50:00	3.661032
2024-04-17 01:06:40	3.665988
2024-04-17 01:23:20	4.075740
2024-04-17 01:40:00	3.763239
2024-04-17 01:56:40	4.072090
2024-04-17 02:13:20	3.653325
2024-04-17 02:30:00	3.412590
2024-04-17 02:46:40	3.405436
2024-04-17 03:03:20	3.597075
2024-04-17 03:20:00	3.504357
2024-04-17 03:36:40	3.672295
2024-04-17 03:53:20	3.688253
2024-04-17 04:10:00	3.779378
2024-04-17 04:26:40	3.707697
2024-04-17 04:43:20	3.808872
2024-04-17 05:00:00	3.482184
2024-04-17 05:16:40	3.614731
2024-04-17 05:33:20	3.680918
2024-04-17 05:50:00	3.811011
2024-04-17 06:06:40	3.754762
2024-04-17 06:23:20	3.340873
2024-04-17 06:40:00	3.347185
2024-04-17 06:56:40	3.897493
2024-04-17 07:13:20	3.664714
2024-04-17 07:30:00	3.628191
2024-04-17 07:46:40	3.347362
2024-04-17 08:03:20	3.442913
2024-04-17 08:20:00	3.938571
2024-04-17 08:36:40	3.492022
2024-04-17 08:53:20	3.572515
2024-04-17 09:10:00	3.893107
2024-04-17 09:26:40	3.568118
2024-04-17 09:43:20	3.659490
2024-04-17 10:00:00	3.519267
2024-04-17 10:16:40	3.704006
2024-04-17 10:33:20	3.175699
2024-04-17 10:50:00	3.744631
2024-04-17 11:06:40	3.582792
2024-04-17 11:23:20	3.602293
2024-04-17 11:40:00	3.222909
2024-04-17 11:56:40	4.033044
2024-04-17 12:13:20	3.399665
2024-04-17 12:30:00	3.896397
2024-04-17 12:46:40	3.324896
2024-04-17 13:03:20	3.810108
2024-04-17 13:20:00	3.773414
2024-04-17 13:36:40	3.534845
2024-04-17 13:53:20	3.855431
2024-04-17 14:10:00	3.842558
2024-04-17 14:26:40	3.722214
2024-04-17 14:43:20	3.528010
2024-04-17 15:00:00	3.773669
2024-04-17 15:16:40	3.665514
2024-04-17 15:33:20	3.800077
2024-04-17 15:50:00	3.377878
2024-04-17 16:06:40	3.675832
2024-04-17 16:23:20	3.841308
2024-04-17 16:40:00	3.626222
2024-04-17 16:56:40	3.555076
2024-04-17 17:13:20	3.727874
2024-04-17 17:30:00	3.395742
2024-04-17 17:46:40	3.574213
2024-04-17 18:03:20	3.852186
2024-04-17 18:20:00	3.640796
2024-04-17 18:36:40	3.436384
2024-04-17 18:53:20	3.634307
2024-04-17 19:10:00	3.588083
2024-04-17 19:26:40	3.599478
2024-04-17 19:43:20	3.223843
2024-04-17 20:00:00	3.786390
2024-04-17 20:16:40	3.641601
2024-04-17 20:33:20	3.752805
2024-04-17 20:50:00	3.447906
2024-04-17 21:06:40	3.434849
2024-04-17 21:23:20	3.604207
2024-04-17 21:40:00	3.798688
2024-04-17 21:56:40	3.559660
2024-04-17 22:13:20	3.479792
2024-04-17 22:30:00	3.734156
2024-04-17 22:46:40	3.911647
2024-04-17 23:03:20	3.637042
2024-04-17 23:20:00	3.813794
2024-04-17 23:36:40	3.602600
2024-04-17 23:53:20	3.523603
2024-04-18 00:10:00	3.571263
2024-04-18 00:26:40	3.504983
2024-04-18 00:43:20	3.743101
2024-04-18 01:00:00	3.670656
2024-04-18 01:16:40	3.313318
2024-04-18 01:33:20	3.244437
2024-04-18 01:50:00	3.794721
2024-04-18 02:06:40	3.658097
2024-04-18 02:23:20	3.371295
2024-04-18 02:40:00	3.591972
2024-04-18 02:56:40	3.503517
2024-04-18 03:13:20	3.665908
2024-04-18 03:30:00	3.489364
2024-04-18 03:46:40	3.548330
2024-04-18 04:03:20	3.707104
2024-04-18 04:20:00	3.659594
2024-04-18 04:36:40	3.808659
2024-04-18 04:53:20	3.594470
2024-04-18 05:10:00	3.421991
2024-04-18 05:26:40	3.561430
2024-04-18 05:43:20	3.057491
2024-04-18 06:00:00	3.375099
2024-04-18 06:16:40	3.575278
2024-04-18 06:33:20	3.346129
2024-04-18 06:50:00	3.411351
2024-04-18 07:06:40	3.141306
2024-04-18 07:23:20	3.440975
2024-04-18 07:40:00	3.267485
2024-04-18 07:56:40	3.515833
2024-04-18 08:13:20	3.498404
2024-04-18 08:30:00	3.326036
2024-04-18 08:46:40	3.381414
2024-04-18 09:03:20	3.259256
2024-04-18 09:20:00	3.367382
2024-04-18 09:36:40	3.841788
2024-04-18 09:53:20	3.018114
2024-04-18 10:10:00	3.273698
2024-04-18 10:26:40	3.386106
2024-04-18 10:43:20	3.546284
2024-04-18 11:00:00	3.655664
2024-04-18 11:16:40	3.587848
2024-04-18 11:33:20	3.406454
2024-04-18 11:50:00	2.954241
2024-04-18 12:06:40	3.542691
2024-04-18 12:23:20	3.242812
2024-04-18 12:40:00	3.564247
2024-04-18 12:56:40	3.277695
2024-04-18 13:13:20	3.706081
2024-04-18 13:30:00	3.168117
2024-04-18 13:46:40	3.473693
2024-04-18 14:03:20	3.582672
2024-04-18 14:20:00	3.527023
2024-04-18 14:36:40	3.575457
2024-04-18 14:53:20	3.613037
2024-04-18 15:10:00	3.473114
2024-04-18 15:26:40	3.505385
2024-04-18 15:43:20	3.681630
2024-04-18 16:00:00	3.345483
2024-04-18 16:16:40	3.502897
2024-04-18 16:33:20	3.546206
2024-04-18 16:50:00	3.677532
2024-04-18 17:06:40	3.559863
2024-04-18 17:23:20	3.072576
2024-04-18 17:40:00	3.551716
2024-04-18 17:56:40	3.515913
2024-04-18 18:13:20	3.408442
2024-04-18 18:30:00	3.321865
2024-04-18 18:46:40	3.122648
2024-04-18 19:03:20	3.628750
2024-04-18 19:20:00	3.359761
2024-04-18 19:36:40	3.309554
2024-04-18 19:53:20	3.849643
2024-04-18 20:10:00	3.555183
2024-04-18 20:26:40	3.509614
2024-04-18 20:43:20	3.622496
2024-04-18 21:00:00	3.490503
2024-04-18 21:16:40	3.564013
2024-04-18 21:33:20	3.606069
2024-04-18 21:50:00	3.574903
2024-04-18 22:06:40	3.381912
2024-04-18 22:23:20	3.583697
2024-04-18 22:40:00	3.715277
2024-04-18 22:56:40	3.517617
2024-04-18 23:13:20	3.463673
2024-04-18 23:30:00	3.403771
2024-04-18 23:46:40	3.755136
2024-04-19 00:03:20	3.406967
